_id,review_scores_value,RatingPrediccion_scaled
4902451,9.0,9.594504318911937
4776811,10.0,
4798216,9.0,
48305,8.0,
5192553,9.0,8.91881827113939
4915245,10.0,
4964534,10.0,
564578,9.0,
5814254,9.0,
5554583,10.0,10.0
6314480,9.0,8.61482125082707
654519,9.0,
6612354,9.0,
664017,9.0,
6666674,10.0,4.054121152573742
6778993,9.0,
690895,10.0,10.0
6922924,10.0,
746187,9.0,
7970000,7.0,5.4054956810880626
7841907,9.0,
8043869,10.0,
808744,10.0,
846689,10.0,
8710268,10.0,10.0
880678,9.0,
878307,9.0,
8980230,10.0,9.026812311764028
8905515,10.0,9.4819579044549
8942282,10.0,10.0
9195855,9.0,6.351374528514322
9172046,9.0,
9200371,9.0,10.0
926669,9.0,
9504767,10.0,10.0
9347161,10.0,10.0
9369576,8.0,10.0
9296889,10.0,
9258101,10.0,
9667647,10.0,8.108242305147485
9895628,10.0,10.0
9643051,10.0,
9951865,10.0,10.0
9987200,9.0,
9686887,10.0,7.927836751881159
9590078,9.0,7.919066535662233
9853331,10.0,
9614181,7.0,
9744478,9.0,
9795621,10.0,8.871524328768077
9834391,10.0,
