apartment_id,RatingPrediccion_scaled
486337,1.000000
690895,1.000000
1637159,0.750000
2085520,0.829787
2113927,0.666667
2123266,1.000000
2163225,0.772727
2283492,0.875000
2301710,0.678571
2351455,1.000000
2569326,1.000000
2686100,1.000000
2769600,1.000000
2858519,0.750000
2889440,1.000000
3090578,1.000000
3113661,1.000000
3114202,0.975000
3173305,1.000000
3210248,0.880435
3374964,0.843220
3427741,0.937500
3654407,1.000000
4074453,0.500000
4591790,0.875000
4798749,0.875000
4838721,0.833333
4902451,1.000000
4924343,1.000000
5018276,1.000000
5093778,1.000000
5177481,0.000000
5192553,0.937500
5554583,1.000000
6314480,0.881250
6666674,0.375000
7970000,0.500000
8710268,1.000000
8905515,0.958333
8942282,1.000000
8980230,1.000000
9195855,0.625000
9200371,1.000000
9347161,1.000000
9369576,1.000000
9404853,1.000000
9504767,1.000000
9590078,0.725000
9667647,0.750000
9686887,0.833333
9795621,0.931250
9895628,1.000000
9951865,1.000000
10051164,0.750000
10228731,1.000000
10264100,0.968750
10381879,1.000000
10383490,1.000000
10648267,1.000000
10828339,1.000000
10908640,0.750000
11197217,1.000000
11406680,0.977273
11459525,0.937500
11679012,1.000000
11716047,1.000000
11840338,0.750000
11860047,1.000000
11948645,0.830645
12004365,0.950000
12088301,1.000000
12181533,1.000000
12253016,1.000000
12290090,1.000000
12354373,1.000000
12355178,0.916667
12403784,1.000000
12591225,0.750000
12657285,0.916667
12761564,0.750000
13344796,1.000000
13361526,1.000000
13366855,1.000000
13373114,1.000000
13489279,1.000000
13525014,0.852273
13739484,0.833333
13906039,0.800000
13937802,0.925000
13949781,0.875000
14253379,1.000000
14295981,1.000000
14330134,1.000000
14439217,0.750000
14728150,0.625000
14741201,0.750000
14744918,0.928571
14960783,0.937500
14968004,0.850000
15015363,0.909091
15058677,0.857143
15073600,1.000000
15097549,0.895833
15113580,0.750000
15158785,0.875000
15207920,1.000000
15248025,1.000000
15731780,1.000000
15908244,1.000000
16379687,1.000000
16402511,1.000000
16686102,1.000000
16765282,0.625000
17149906,0.583333
17230426,1.000000
17584991,1.000000
17670314,1.000000
17865057,0.625000
18386381,1.000000
19018752,0.916667
19865325,1.000000
20357635,1.000000
20570876,1.000000
20597925,1.000000
20643726,1.000000
20666508,1.000000
20693549,0.500000
20893660,1.000000
20969380,1.000000
21053564,1.000000
21059755,0.945652
21237763,1.000000
21836642,1.000000
22058660,0.875000
22232299,0.955882
22266125,0.770833
22287612,1.000000
22384305,0.916667
22420791,0.921053
22548261,0.937500
22672234,0.937500
22773037,0.916667
22950622,0.857143
23002294,1.000000
23058133,0.850000
23085006,1.000000
23115177,1.000000
23341918,0.714286
23483491,1.000000
23486555,0.875000
23572358,0.750000
23606639,0.759615
23769793,1.000000
23832922,1.000000
24182390,0.947917
24186376,1.000000
24955954,1.000000
25183276,1.000000
25377740,1.000000
25780094,0.750000
25911135,1.000000
26110157,0.375000
26199936,1.000000
26427671,1.000000
26463049,0.916667
26607708,0.000000
26816279,0.875000
27012681,1.000000
27568440,1.000000
27573376,1.000000
29764623,1.000000
29856236,1.000000
30032152,1.000000
30083901,0.650000
30092212,1.000000
30171277,0.937500
30531901,1.000000
30537041,1.000000
30561422,1.000000
30756696,1.000000
30926186,1.000000
31058753,1.000000
31099467,0.000000
31123905,0.916667
31506064,0.500000
31598034,1.000000
31670584,1.000000
