apartment_id,RatingPrediccion_scaled
486337,1.0
690895,1.0
1637159,0.8108242305147484
2085520,0.8194339860756237
2113927,0.6666670000000001
2123266,1.0
2163225,0.7837860615921917
2283492,0.9054121152573743
2301710,0.6872603495713371
2351455,1.0
2569326,1.0
2686100,0.7567030779410069
2769600,1.0
2858519,0.6080768765645614
2889440,1.0
3090578,0.7567030779410069
3113661,1.0
3114202,0.9567527308455757
3173305,1.0
3210248,0.8777903624572189
3374964,0.8360035699948083
3427741,0.8918818271139389
3654407,1.0
4074453,0.6216484610294967
4591790,0.844587884742626
4798749,0.9054121152573743
4838721,0.8738825681088063
4902451,0.9594504318911938
4924343,1.0
5018276,1.0
5093778,1.0
5177481,0.0
5192553,0.8918818271139389
5554583,1.0
6314480,0.8614821250827069
6666674,0.4054121152573742
7970000,0.5405495681088063
8710268,1.0
8905515,0.9481957904454901
8942282,1.0
8980230,0.9026812311764028
9195855,0.6351374528514322
9200371,1.0
9347161,1.0
9369576,1.0
9404853,0.7567030779410069
9504767,1.0
9590078,0.7919066535662233
9667647,0.8108242305147484
9686887,0.7927836751881159
9795621,0.8871524328768077
9895628,1.0
9951865,1.0
10051164,0.8108242305147484
10228731,1.0
10264100,0.9459409135569694
10381879,0.9391757694852518
10383490,1.0
10648267,1.0
10828339,0.7567030779410069
10908640,0.8108242305147484
11197217,1.0
11406680,0.9606845292601738
11459525,0.8918818271139389
11679012,1.0
11716047,0.8783515389705034
11840338,0.8108242305147484
11860047,1.0
11948645,0.8169106454528479
12004365,0.9621648461029497
12088301,1.0
12181533,1.0
12253016,1.0
12290090,0.9513406155882015
12354373,1.0
12355178,0.9369416624059422
12403784,1.0
12591225,0.8108242305147484
12657285,0.9369416624059422
12761564,0.8108242305147484
13344796,0.7567030779410069
13361526,0.9513406155882015
13366855,1.0
13373114,1.0
13489279,0.9189011070793097
13525014,0.8218608847426259
13739484,0.8738825681088063
13906039,0.8000000000000002
13937802,0.9128351538970505
13949781,0.9054121152573743
14253379,1.0
14295981,1.0
14330134,0.7567030779410069
14439217,0.729725337594058
14728150,0.6554121152573742
14741201,0.729725337594058
14744918,0.8764361190565888
14960783,0.8614697118565647
14968004,0.7891757694852517
15015363,0.9090910000000001
15058677,0.8918996683945817
15073600,1.0
15097549,0.9009018480741772
15113580,0.5675273084557552
15158785,0.6621151931983811
15207920,1.0
15248025,0.9189011070793097
15731780,1.0
15908244,0.7567030779410069
16379687,0.7567030779410069
16402511,0.7567030779410069
16686102,0.8378019708616973
16765282,0.4729394237131293
17149906,0.6847067986235547
17230426,0.8783515389705034
17584991,1.0
17670314,1.0
17865057,0.5945878847426259
18386381,1.0
19018752,0.9369416624059422
19865325,0.7567030779410069
20357635,1.0
20570876,1.0
20597925,1.0
20643726,1.0
20666508,1.0
20693549,0.5
20893660,0.7567030779410069
20969380,1.0
21053564,1.0
21059755,0.9271402670912976
21237763,1.0
21836642,1.0
22058660,0.9054121152573743
22232299,0.9379926206179244
22266125,0.7860390576286871
22287612,0.7567030779410069
22384305,0.9045021538970505
22420791,0.8890402342923999
22548261,0.8918818271139389
22672234,0.9527060576286872
22773037,0.876117431891194
22950622,0.8571430000000001
23002294,0.7567030779410069
23058133,0.8864945383088491
23085006,0.8986262013764456
23115177,0.7567030779410069
23341918,0.700383283982783
23483491,0.7567030779410069
23486555,0.844587884742626
23572358,0.5675273084557552
23606639,0.6590212113085667
23769793,1.0
23832922,1.0
24182390,0.9301765183342245
24186376,1.0
24955954,0.8783515389705034
25183276,0.8783515389705034
25377740,1.0
25780094,0.8108242305147484
25911135,0.9391757694852518
26110157,0.4054121152573742
26199936,1.0
26427671,1.0
26463049,0.9166670000000001
26607708,0.0
26816279,0.7837636542278776
27012681,1.0
27568440,1.0
27573376,1.0
29764623,1.0
29856236,1.0
30032152,1.0
30083901,0.7351539227206477
30092212,1.0
30171277,0.9527060576286872
30531901,0.8783515389705034
30537041,1.0
30561422,1.0
30756696,1.0
30926186,1.0
31058753,1.0
31099467,0.0
31123905,0.9369416624059422
31506064,0.37835153897050344
31598034,0.7567030779410069
31670584,1.0
