apartment_id,RatingPrediccion_scaled
251414,1.000000
290608,1.000000
309063,0.000000
1503655,1.000000
1550449,1.000000
1560753,1.000000
1676806,1.000000
2538085,1.000000
2787408,0.000000
3335550,1.000000
3410502,1.000000
4652482,0.000000
4846619,1.000000
5186683,1.000000
5555181,0.000000
6242962,0.700000
6534803,1.000000
6627075,0.500000
7427199,0.800000
7928490,0.000000
10115921,0.666667
10354347,0.000000
10782351,1.000000
11796483,0.000000
12857841,0.500000
14146422,1.000000
14173253,0.666667
14360913,1.000000
14385513,0.000000
15963882,0.500000
16155960,0.000000
16241397,0.500000
16775246,0.000000
17897640,0.000000
17971704,0.000000
18137446,0.666667
18277596,0.000000
19559597,0.888889
19585860,0.000000
21061587,0.000000
21155900,0.750000
21174788,0.666667
21493665,1.000000
21497042,1.000000
21654414,0.833333
21686582,1.000000
21954331,1.000000
22134640,0.000000
23219274,1.000000
23298687,0.500000
23755792,0.000000
24298167,0.809524
24418052,1.000000
24492886,0.000000
24652972,0.400000
24755982,0.000000
25134372,0.000000
25239252,1.000000
25241699,1.000000
25570581,0.400000
25723457,0.500000
25819967,0.500000
25845370,0.500000
25881010,1.000000
26669415,1.000000
26712529,0.500000
27156355,0.727273
27226157,0.333333
27383511,0.500000
27452326,0.000000
27586912,1.000000
27624168,0.000000
27675306,0.750000
27794194,0.500000
27873052,0.750000
27942191,0.000000
28055051,0.625000
28061127,0.000000
28197193,0.000000
28214469,0.000000
28250649,0.333333
28307606,1.000000
28475232,1.000000
28508345,0.000000
28603723,0.500000
28848228,0.333333
28911645,1.000000
28997335,0.000000
29078967,0.875000
29110619,1.000000
29249672,0.800000
29274583,0.000000
29332500,0.000000
29358615,1.000000
29432887,1.000000
29456207,1.000000
29508303,1.000000
29562736,1.000000
29863999,0.000000
29877023,1.000000
30194213,1.000000
30222713,0.000000
30242109,1.000000
30259670,0.000000
30261600,0.000000
30361820,0.666667
30671405,1.000000
30673003,0.000000
30876582,1.000000
30921897,0.500000
30973353,0.000000
30978373,0.000000
31036628,1.000000
31167868,1.000000
31208538,1.000000
31507104,0.500000
31644399,1.000000
32008854,1.000000
32174629,1.000000
